CLASS,DESCRIPTION,CODE,SYSTEM
procedure,Medication Reconciliation (procedure),430193006,SNOMED-CT
procedure,Assessment of anxiety (procedure),710841007,SNOMED-CT
procedure,Assessment of substance use (procedure),428211000124100,SNOMED-CT
procedure,Assessment using Car  Relax  Alone  Forget  Friends  Trouble Screening Test (procedure),868187001,SNOMED-CT
procedure,Anticipatory guidance (procedure),386516004,SNOMED-CT
procedure,Depression screening (procedure),171207006,SNOMED-CT
procedure,Depression screening using Patient Health Questionnaire Nine Item score (procedure),715252007,SNOMED-CT
procedure,Health risks education (procedure),370995009,SNOMED-CT
procedure,Radiography of wrist (procedure),60027007,SNOMED-CT
procedure,Bone immobilization,274474001,SNOMED-CT
procedure,Assessment of health and social care needs (procedure),710824005,SNOMED-CT
procedure,Depression screening using Patient Health Questionnaire Two-Item score (procedure),454711000124102,SNOMED-CT
procedure,Screening for drug abuse (procedure),713106006,SNOMED-CT
procedure,Intramuscular injection,76601001,SNOMED-CT
procedure,Screening for domestic abuse (procedure),866148006,SNOMED-CT
procedure,Assessment using Alcohol Use Disorders Identification Test - Consumption (procedure),763302001,SNOMED-CT
procedure,Standard pregnancy test,252160004,SNOMED-CT
procedure,Ultrasound scan for fetal viability,169230002,SNOMED-CT
procedure,Evaluation of uterine fundal height,274804006,SNOMED-CT
procedure,Auscultation of the fetal heart,225158009,SNOMED-CT
procedure,Blood group typing (procedure),44608003,SNOMED-CT
procedure,Hemogram  automated  with RBC  WBC  Hgb  Hct  Indices  Platelet count  and manual WBC differential,104091002,SNOMED-CT
procedure,Hepatitis B Surface Antigen Measurement,47758006,SNOMED-CT
procedure,Human immunodeficiency virus antigen test,31676001,SNOMED-CT
procedure,Chlamydia antigen test,310861008,SNOMED-CT
procedure,Gonorrhea infection titer test (procedure),165829005,SNOMED-CT
procedure,Syphilis infectious titer test (procedure),269828009,SNOMED-CT
procedure,Urine culture,117010004,SNOMED-CT
procedure,Cytopathology procedure  preparation of smear  genital source,90226004,SNOMED-CT
procedure,Urine screening test for diabetes,395123002,SNOMED-CT
procedure,Hepatitis C antibody  confirmatory test,104375008,SNOMED-CT
procedure,Rubella screening,169690007,SNOMED-CT
procedure,Measurement of Varicella-zoster virus antibody,104326007,SNOMED-CT
procedure,Skin test for tuberculosis  Tine test (procedure),28163009,SNOMED-CT
procedure,Urine protein test,167271000,SNOMED-CT
procedure,Physical examination procedure (procedure),5880005,SNOMED-CT
procedure,Detection of chromosomal aneuploidy in prenatal amniotic fluid specimen using fluorescence in situ hybridization screening technique (procedure),443529005,SNOMED-CT
procedure,Fetal anatomy study,271442007,SNOMED-CT
procedure,AFP test - antenatal,275833003,SNOMED-CT
procedure,Administration of diphtheria  pertussis  and tetanus vaccine,399014008,SNOMED-CT
procedure,Urine screening for glucose,268556000,SNOMED-CT
procedure,History AND physical examination (procedure),63332003,SNOMED-CT
procedure,Initial patient assessment (procedure),315639002,SNOMED-CT
procedure,Development of individualized plan of care (procedure),370789001,SNOMED-CT
procedure,Nursing care/supplementary surveillance (regime/therapy),410401003,SNOMED-CT
procedure,Professional / ancillary services care (regime/therapy),409023009,SNOMED-CT
procedure,Pre-discharge assessment (procedure),225386006,SNOMED-CT
procedure,Discharge from skilled nursing facility (procedure),449381000124108,SNOMED-CT
procedure,Streptococcus pneumoniae group B antigen assay,118001005,SNOMED-CT
procedure,Episiotomy,85548006,SNOMED-CT
procedure,Childbirth,66348005,SNOMED-CT
procedure,Depression screening,171207006,SNOMED-CT
procedure,Referral to hypertension clinic,183856001,SNOMED-CT
procedure,Suture open wound,288086009,SNOMED-CT
procedure,Replacement of contraceptive intrauterine device,46706006,SNOMED-CT
procedure,Removal of intrauterine device,68254000,SNOMED-CT
procedure,Colonoscopy,73761001,SNOMED-CT
procedure,Screening mammography (procedure),24623002,SNOMED-CT
procedure,Ultrasonography of bilateral breasts (procedure),1571000087109,SNOMED-CT
procedure,Biopsy of breast (procedure),122548005,SNOMED-CT
procedure,Human epidermal growth factor receptor 2 gene detection by fluorescence in situ hybridization (procedure),434363004,SNOMED-CT
procedure,Human epidermal growth factor receptor 2 gene detection by immunohistochemistry (procedure),433114000,SNOMED-CT
procedure,Discussion about options (procedure),223487003,SNOMED-CT
procedure,Lumpectomy of breast (procedure),392021009,SNOMED-CT
procedure,Radiation therapy care (regime/therapy),385798007,SNOMED-CT
procedure,Physical examination  complete (procedure),25656009,SNOMED-CT
procedure,Measurement of respiratory function (procedure),23426006,SNOMED-CT
procedure,Face mask (physical object),261352009,SNOMED-CT
procedure,Throat culture (procedure),117015009,SNOMED-CT
procedure,Referral to cardiology service (procedure),183519002,SNOMED-CT
procedure,Consultation for treatment (procedure),698314001,SNOMED-CT
procedure,Angiography of coronary artery (procedure),33367005,SNOMED-CT
procedure,Post anesthesia care management (procedure),736169004,SNOMED-CT
procedure,Referral to cardiac surgery service (procedure),306185001,SNOMED-CT
procedure,Pre-surgery testing (procedure),110467000,SNOMED-CT
procedure,Electrocardiographic procedure (procedure),29303009,SNOMED-CT
procedure,Plain chest X-ray (procedure),399208008,SNOMED-CT
procedure,Echocardiography (procedure),40701008,SNOMED-CT
procedure,Notification of treatment plan (procedure),709138001,SNOMED-CT
procedure,Scheduling (procedure),410538000,SNOMED-CT
procedure,Insertion of catheter into artery (procedure),392247006,SNOMED-CT
procedure,Administration of anesthesia for procedure (procedure),410770002,SNOMED-CT
procedure,Intubation,52765003,SNOMED-CT
procedure,Pulmonary catheterization with Swan-Ganz catheter (procedure),65677008,SNOMED-CT
procedure,Preparation of patient for procedure (regime/therapy),223495004,SNOMED-CT
procedure,Median sternotomy (procedure),359672006,SNOMED-CT
procedure,Off-pump coronary artery bypass (procedure),418824004,SNOMED-CT
procedure,Documentation procedure (procedure),23745001,SNOMED-CT
procedure,Removal of endotracheal tube (procedure),271280005,SNOMED-CT
procedure,Transfusion of packed red blood cells (procedure),71493000,SNOMED-CT
procedure,Discharge to ward (procedure),306706006,SNOMED-CT
procedure,Postoperative procedure education (procedure),243063003,SNOMED-CT
procedure,Walking exercise test (procedure),302761001,SNOMED-CT
procedure,Stair-climbing test (procedure),252482003,SNOMED-CT
procedure,Discharge from hospital (procedure),308283009,SNOMED-CT
procedure,Instrumental delivery,236974004,SNOMED-CT
procedure,Counseling for termination of pregnancy,10383002,SNOMED-CT
procedure,Induced termination of pregnancy,714812005,SNOMED-CT
procedure,Pregnancy termination care,386394001,SNOMED-CT
procedure,Insertion of intrauterine contraceptive device,65200003,SNOMED-CT
procedure,Injection of tetanus antitoxin,384700001,SNOMED-CT
procedure,Screening for occult blood in feces (procedure),104435004,SNOMED-CT
procedure,Rectal polypectomy,274031008,SNOMED-CT
procedure,Rehabilitation therapy (regime/therapy),52052004,SNOMED-CT
procedure,Sleep apnea assessment (procedure),103750000,SNOMED-CT
procedure,Biopsy of colon,76164006,SNOMED-CT
procedure,Peripheral blood smear interpretation,14768001,SNOMED-CT
procedure,Review of systems (procedure),415300000,SNOMED-CT
procedure,Brief general examination (procedure),162676008,SNOMED-CT
procedure,Partial resection of colon,43075005,SNOMED-CT
procedure,Postoperative care (regime/therapy),133899007,SNOMED-CT
procedure,Combined chemotherapy and radiation therapy (procedure),703423002,SNOMED-CT
procedure,Appendectomy,80146002,SNOMED-CT
procedure,Movement therapy (regime/therapy),229064008,SNOMED-CT
procedure,Upper arm X-ray,1225002,SNOMED-CT
procedure,Bone density scan (procedure),312681000,SNOMED-CT
procedure,Augmentation of labor,237001001,SNOMED-CT
procedure,Premature birth of newborn,65588006,SNOMED-CT
procedure,Insertion of subcutaneous contraceptive,169553002,SNOMED-CT
procedure,Assessment using Morse Fall Scale (procedure),762993000,SNOMED-CT
procedure,Speech and language therapy regime (regime/therapy),311555007,SNOMED-CT
procedure,Percutaneous coronary intervention (procedure),415070008,SNOMED-CT
procedure,Sputum examination (procedure),269911007,SNOMED-CT
procedure,Sterilization education (procedure),268533009,SNOMED-CT
procedure,Bilateral tubal ligation,287664005,SNOMED-CT
procedure,Cognitive and behavioral therapy (regime/therapy),228557008,SNOMED-CT
procedure,Renal dialysis (procedure),265764009,SNOMED-CT
procedure,Medical induction of labor,31208007,SNOMED-CT
procedure,Pretransplant evaluation of kidney recipient (procedure),428830000,SNOMED-CT
procedure,Transplant of kidney (procedure),70536003,SNOMED-CT
procedure,Transplantation of kidney regime (regime/therapy),711446003,SNOMED-CT
procedure,Renal disorder medication review (procedure),473231009,SNOMED-CT
procedure,Referral to service (procedure),306206005,SNOMED-CT
procedure,Continuous subcutaneous infusion of insulin (procedure),180178009,SNOMED-CT
procedure,Cannulation (procedure),42825003,SNOMED-CT
procedure,Cardiopulmonary bypass operation (procedure),63697000,SNOMED-CT
procedure,Placement of aortic cross clamp (procedure),301882004,SNOMED-CT
procedure,Induced cardioplegia (procedure),8290005,SNOMED-CT
procedure,Coronary artery bypass grafting (procedure),232717009,SNOMED-CT
procedure,Removal of aortic cross clamp (procedure),301884003,SNOMED-CT
procedure,Vascular cannula removal (procedure),233553003,SNOMED-CT
procedure,Clavicle X-ray,168594001,SNOMED-CT
procedure,Admission to orthopedic department,305428000,SNOMED-CT
procedure,Occupational therapy (regime/therapy),84478008,SNOMED-CT
procedure,Physical therapy procedure (regime/therapy),91251008,SNOMED-CT
procedure,Referral to sleep apnea clinic (procedure),698560000,SNOMED-CT
procedure,Sleep apnea monitoring with alarm (regime/therapy),82808001,SNOMED-CT
procedure,Platelet transfusion (procedure),12719002,SNOMED-CT
procedure,Nasal sinus endoscopy (procedure),112790001,SNOMED-CT
procedure,Allergy screening test,395142003,SNOMED-CT
procedure,Removal of subcutaneous contraceptive,301807007,SNOMED-CT
procedure,Certification procedure (procedure),310417005,SNOMED-CT
procedure,Notifications (procedure),185087000,SNOMED-CT
procedure,Hospice care (regime/therapy),385763009,SNOMED-CT
procedure,Knee X-ray,74016001,SNOMED-CT
procedure,Surgical manipulation of joint of knee,699253003,SNOMED-CT
procedure,Care regimes assessment (procedure),392091000,SNOMED-CT
procedure,Passive immunization (procedure),51116004,SNOMED-CT
procedure,Ankle X-ray,19490002,SNOMED-CT
procedure,Oxygen administration by mask (procedure),371908008,SNOMED-CT
procedure,Placing subject in prone position (procedure),431182000,SNOMED-CT
procedure,Vasectomy,22523008,SNOMED-CT
procedure,Subcutaneous immunotherapy,180256009,SNOMED-CT
procedure,Percutaneous mechanical thrombectomy of portal vein using fluoroscopic guidance with contrast (procedure),433112001,SNOMED-CT
procedure,Home health aide service (regime/therapy),385781007,SNOMED-CT
procedure,Patient discharge (procedure),58000006,SNOMED-CT
procedure,Referral to transplant surgeon (procedure),306316000,SNOMED-CT
procedure,Electrocardiographic procedure,29303009,SNOMED-CT
procedure,Assessment using New York Heart Association Classification (procedure),762998009,SNOMED-CT
procedure,Heart failure education (procedure),423475008,SNOMED-CT
procedure,Digital examination of rectum,410006001,SNOMED-CT
procedure,Computed tomography of chest and abdomen,418891003,SNOMED-CT
procedure,Thoracentesis (procedure),91602002,SNOMED-CT
procedure,Magnetic resonance imaging for measurement of brain volume (procedure),698354004,SNOMED-CT
procedure,Pelvis X-ray,268425006,SNOMED-CT
procedure,Biopsy of prostate,65575008,SNOMED-CT
procedure,Prostatectomy,90470006,SNOMED-CT
procedure,Extraction of wisdom tooth,65546002,SNOMED-CT
procedure,Asthma screening,171231001,SNOMED-CT
procedure,Antenatal RhD antibody screening,169673001,SNOMED-CT
procedure,Cesarean section,11466000,SNOMED-CT
procedure,Intravenous blood transfusion of packed cells (procedure),180207008,SNOMED-CT
procedure,Epidural anesthesia,18946005,SNOMED-CT
procedure,Sputum microscopy (procedure),167995008,SNOMED-CT
procedure,Hearing examination (procedure),398171003,SNOMED-CT
procedure,High resolution computed tomography of chest without contrast (procedure),16335031000119103,SNOMED-CT
procedure,Monitoring of patient (regime/therapy),182777000,SNOMED-CT
procedure,Direct current cardioversion (procedure),180325003,SNOMED-CT
procedure,Mammography (procedure),71651007,SNOMED-CT
procedure,Catheter ablation of tissue of heart (procedure),18286008,SNOMED-CT
procedure,Assessment of cardiac status using monitoring device (procedure),710839006,SNOMED-CT
procedure,Laboratory test (procedure),15220000,SNOMED-CT
procedure,Diagnostic assessment (procedure),165197003,SNOMED-CT
procedure,Transthoracic echocardiography (procedure),433236007,SNOMED-CT
procedure,Cardiovascular stress testing (procedure),76746007,SNOMED-CT
procedure,Electroencephalogram (procedure),54550000,SNOMED-CT
procedure,Spirometry (procedure),127783003,SNOMED-CT
procedure,Insertion of endotracheal tube (procedure),112798008,SNOMED-CT
procedure,Controlled ventilation procedure and therapy  initiation and management (procedure),26763009,SNOMED-CT
procedure,Hemodialysis (procedure),302497006,SNOMED-CT
procedure,Psychosocial care (regime/therapy),408919008,SNOMED-CT
procedure,Pulmonary rehabilitation (regime/therapy),15081005,SNOMED-CT
procedure,Referral to home health care service (procedure),417511005,SNOMED-CT
procedure,Comprehensive interview and evaluation (procedure),200619008,SNOMED-CT
procedure,Coordination of care plan (procedure),711069006,SNOMED-CT
procedure,Resuscitation using intravenous fluid (procedure),430701006,SNOMED-CT
procedure,Transfer to stepdown unit (procedure),449214001,SNOMED-CT
procedure,Referral for echocardiography (procedure),390791001,SNOMED-CT
procedure,Risk assessment (procedure),225338004,SNOMED-CT
procedure,Review of imaging finding (procedure),452331000124102,SNOMED-CT
procedure,Operative procedure planned (situation),183976008,SNOMED-CT
procedure,Liaising with referral source (procedure),709010006,SNOMED-CT
procedure,Medical records review (procedure),312853008,SNOMED-CT
procedure,Coronary angiography (procedure),3336700,SNOMED-CT
procedure,Computed tomography of chest  abdomen and pelvis (procedure),418023006,SNOMED-CT
procedure,Dental consultation and report (procedure),34043003,SNOMED-CT
procedure,Simple walk test (procedure),252480006,SNOMED-CT
procedure,Assessment using Canadian Study of Health and Aging Clinical Frailty Scale (procedure),763228001,SNOMED-CT
procedure,Assessment using health assessment questionnaire (procedure),445988008,SNOMED-CT
procedure,Multidisciplinary assessment (procedure),312384001,SNOMED-CT
procedure,Intraoperative care (regime/therapy),133900002,SNOMED-CT
procedure,Incision (procedure),34896006,SNOMED-CT
procedure,Replacement of aortic valve (procedure),26212005,SNOMED-CT
procedure,Transesophageal echocardiography (procedure),105376000,SNOMED-CT
procedure,Application of dressing  sterile (procedure),58828004,SNOMED-CT
procedure,Patient transfer  in-hospital (procedure),37729005,SNOMED-CT
procedure,Microbial culture (procedure),61594008,SNOMED-CT
procedure,Chest X-ray,399208008,SNOMED-CT
procedure,positive screening for PHQ-9,112001000119100,SNOMED-CT
procedure,positive screening for depression on phq9,112001000119100,SNOMED-CT
procedure,negative screening for depression on phq9,112011000119102,SNOMED-CT
procedure,Lung volume reduction surgery (procedure),429609002,SNOMED-CT
procedure,Information gathering (procedure),311791003,SNOMED-CT
procedure,Spontaneous breech delivery,177157003,SNOMED-CT
procedure,Transfusion of fresh frozen plasma (procedure),116861002,SNOMED-CT
procedure,Transplant of lung (procedure),88039007,SNOMED-CT
procedure,Close observation (regime/therapy),225415001,SNOMED-CT
procedure,Emergency coronary artery bypass graft (procedure),414088005,SNOMED-CT
procedure,Admission to intensive care unit (procedure),305351004,SNOMED-CT
procedure,Excision of fallopian tube and surgical removal of ectopic pregnancy,445912000,SNOMED-CT
procedure,Injection of epinephrine (procedure),313191000,SNOMED-CT
procedure,Administration of anesthesia AND/OR sedation (procedure),410011004,SNOMED-CT
procedure,Transcatheter aortic valve replacement (procedure),725351001,SNOMED-CT
procedure,Admission to ward (procedure,305342007,SNOMED-CT
procedure,12 lead electrocardiogram (procedure),268400002,SNOMED-CT
procedure,Mammogram - symptomatic (procedure),241055006,SNOMED-CT
procedure,Magnetic resonance imaging of breast (procedure),241615005,SNOMED-CT
procedure,External beam radiation therapy procedure (procedure),33195004,SNOMED-CT
procedure,Mental health screening (procedure),385892002,SNOMED-CT
procedure,Suicide risk assessment (procedure),225337009,SNOMED-CT
procedure,Ultrasonography of abdomen  right upper quadrant and epigastrium,426701000119108,SNOMED-CT
procedure,Laparoscopic Removal of Gall Bladder,45595009,SNOMED-CT
procedure,Open Removal of Gall Bladder,38102005,SNOMED-CT
procedure,Chemotherapy (procedure),367336001,SNOMED-CT
procedure,Transfer to stepdown,449214001,SNOMED-CT
procedure,Artificial respiration (procedure),40617009,SNOMED-CT
procedure,Weaning from mechanically assisted ventilation (procedure),243174005,SNOMED-CT
procedure,Methotrexate injection into tubal pregnancy,236931002,SNOMED-CT
procedure,Human immunodeficiency virus screening (procedure),71121004,SNOMED-CT
procedure,Human immunodeficiency virus counseling (procedure),313077009,SNOMED-CT
procedure,Patient referral (procedure),3457005,SNOMED-CT
procedure,Viral hepatitis screening test (procedure),412809002,SNOMED-CT
procedure,Hepatitis B screening (procedure),171122006,SNOMED-CT
procedure,Hepatitis C screening (procedure),413107006,SNOMED-CT
procedure,Hepatitis A antibody test (procedure),313613002,SNOMED-CT
procedure,Tuberculosis screening (procedure),171126009,SNOMED-CT
procedure,Venereal disease screening (procedure),171128005,SNOMED-CT
procedure,Serologic test for Toxoplasma gondii (procedure),104308009,SNOMED-CT
procedure,Absolute CD4 count procedure (procedure),313660005,SNOMED-CT
procedure,Assessment of social support (procedure),711018006,SNOMED-CT
procedure,Assessment of readiness for disclosure of health status (procedure),709506004,SNOMED-CT
procedure,Assessment of readiness for self-management (procedure),733863009,SNOMED-CT
procedure,Education  guidance and counseling (procedure),409066002,SNOMED-CT
procedure,Care planning and problem solving actions (procedure),225297008,SNOMED-CT
procedure,History and physical examination  limited (procedure),67879005,SNOMED-CT
procedure,Complete blood count with white cell differential  automated (procedure),9564003,SNOMED-CT
procedure,Cardioassist by aortic balloon pump (procedure),399217008,SNOMED-CT
procedure,Manual pelvic examination (procedure),35025007,SNOMED-CT
procedure,Cytopathology procedure  preparation of smear  genital source (procedure),90226004,SNOMED-CT
procedure,Fine needle aspiration biopsy of lung (procedure),432231006,SNOMED-CT
procedure,Injection of botulinum toxin (procedure),404909007,SNOMED-CT
procedure,Kitchen practice,290045001,SNOMED-CT
procedure,Exercise class,229095001,SNOMED-CT
procedure,Continuous positive airway pressure titration (procedure),446573003,SNOMED-CT
procedure,Reexploration procedure (procedure),122460008,SNOMED-CT
procedure,Human immunodeficiency virus viral load (procedure),315124004,SNOMED-CT
procedure,Excision of breast tissue (procedure),69031006,SNOMED-CT
procedure,Sentinel lymph node biopsy (procedure),396487001,SNOMED-CT
procedure,Excision of sentinel lymph node (procedure),443497002,SNOMED-CT
procedure,Surgical manipulation of shoulder joint,387685009,SNOMED-CT
procedure,Oral Glucose Tolerance Test,113076002,SNOMED-CT
procedure,Sputum Culture,104173009,SNOMED-CT
procedure,Pulmonary Function Test,23426006,SNOMED-CT
procedure,Take blood sample,82078001,SNOMED-CT
procedure,Lung Transplant,232657004,SNOMED-CT
procedure,Intravenous antibiotic therapy,281790008,SNOMED-CT
procedure,Intravenous infusion (procedure),14152002,SNOMED-CT
procedure,Diagnostic fiberoptic bronchoscopy (procedure),173160006,SNOMED-CT
procedure,Amputation of left leg,79733001,SNOMED-CT
procedure,Amputation care (regime/therapy),386510005,SNOMED-CT
procedure,Admission to burn unit,183450002,SNOMED-CT
procedure,Admission to long stay hospital,305340004,SNOMED-CT
procedure,Implantation of ventricular assist device (procedure),232965003,SNOMED-CT
procedure,Urine pregnancy test (procedure),167252002,SNOMED-CT
procedure,Radiation oncology AND/OR radiotherapy (procedure),108290001,SNOMED-CT
procedure,Social case work (regime/therapy),183418007,SNOMED-CT
procedure,Excision of axillary lymph node (procedure),234262008,SNOMED-CT
procedure,Admission to trauma surgery department,305433001,SNOMED-CT
procedure,Neurological examination (procedure),84728005,SNOMED-CT
procedure,Musculoskeletal system physical examination (procedure),36321500,SNOMED-CT
procedure,Brachytherapy of breast (procedure),447759004,SNOMED-CT
procedure,Intracavitary brachytherapy (procedure),384692006,SNOMED-CT
procedure,Reasons for treatment delay (finding),373786007,SNOMED-CT
procedure,Determination of susceptibility of Human immunodeficiency virus 1 to panel of antiretroviral drugs using genotypic technique (procedure),446987006,SNOMED-CT
procedure,Opening of chest (procedure),177765008,SNOMED-CT
procedure,Multidisciplinary care conference (procedure),384682003,SNOMED-CT
procedure,Evaluation of psychiatric state of patient,90407005,SNOMED-CT
procedure,Hospital admission  short-term  24 hours,74857009,SNOMED-CT
procedure,Psychiatric follow-up,88848003,SNOMED-CT
procedure,Implantation of left ventricular assist device (procedure),232967006,SNOMED-CT
procedure,Amputation of right leg,79733001,SNOMED-CT
procedure,Doppler ultrasonography of artery (procedure),709979004,SNOMED-CT
procedure,Computed tomography of head (procedure),303653007,SNOMED-CT
procedure,Intravenous injection (procedure),43060002,SNOMED-CT
procedure,Transfusion of plasma (procedure),13569004,SNOMED-CT
procedure,Review of medication (procedure),182836005,SNOMED-CT
procedure,Mouth care (regime/therapy),717778001,SNOMED-CT
procedure,Posture training (procedure),229069003,SNOMED-CT
procedure,Insertion of oral appliance for the handicapped (procedure),234817001,SNOMED-CT
procedure,Ligation of salivary duct (procedure),302351005,SNOMED-CT
procedure,Referral to palliative care service (procedure),306237005,SNOMED-CT
procedure,Amputation of right arm,13995008,SNOMED-CT
procedure,Interstitial brachytherapy (procedure),113120007,SNOMED-CT
procedure,Admission to neurosurgical department,305425002,SNOMED-CT
procedure,Total knee replacement,609588000,SNOMED-CT
procedure,Total replacement of hip,52734007,SNOMED-CT
procedure,Transfusion of red blood cells (procedure),116863004,SNOMED-CT
procedure,Construction of diverting colostomy,387607004,SNOMED-CT
procedure,Heparin therapy (procedure),103746007,SNOMED-CT
procedure,Videofluoroscopy swallow (procedure),241149003,SNOMED-CT
procedure,Amputation of right foot,180030006,SNOMED-CT
observation,Body Height,8302-2,LOINC
observation,Pain severity - 0-10 verbal numeric rating [Score] - Reported,72514-3,LOINC
observation,Body Weight,29463-7,LOINC
observation,Weight-for-length Per age and sex,77606-2,LOINC
observation,Head Occipital-frontal circumference Percentile,8289-1,LOINC
observation,Head Occipital-frontal circumference,9843-4,LOINC
observation,Diastolic Blood Pressure,8462-4,LOINC
observation,Systolic Blood Pressure,8480-6,LOINC
observation,Heart rate,8867-4,LOINC
observation,Respiratory rate,9279-1,LOINC
observation,Leukocytes [#/volume] in Blood by Automated count,6690-2,LOINC
observation,Erythrocytes [#/volume] in Blood by Automated count,789-8,LOINC
observation,Hemoglobin [Mass/volume] in Blood,718-7,LOINC
observation,Hematocrit [Volume Fraction] of Blood by Automated count,4544-3,LOINC
observation,MCV [Entitic volume] by Automated count,787-2,LOINC
observation,MCH [Entitic mass] by Automated count,785-6,LOINC
observation,MCHC [Mass/volume] by Automated count,786-4,LOINC
observation,Erythrocyte distribution width [Entitic volume] by Automated count,21000-5,LOINC
observation,Platelets [#/volume] in Blood by Automated count,777-3,LOINC
observation,Platelet distribution width [Entitic volume] in Blood by Automated count,32207-3,LOINC
observation,Platelet mean volume [Entitic volume] in Blood by Automated count,32623-1,LOINC
observation,Tobacco smoking status,72166-2,LOINC
observation,QALY,QALY,
observation,DALY,DALY,
observation,QOLS,QOLS,
observation,Body mass index (BMI) [Ratio],39156-5,LOINC
observation,Body mass index (BMI) [Percentile] Per age and sex,59576-9,LOINC
observation,Generalized anxiety disorder 7 item (GAD-7) total score [Reported.PHQ],70274-6,LOINC
observation,Patient Health Questionnaire-9: Modified for Teens total score [Reported.PHQ.Teen],89204-2,LOINC
observation,Within the last year  have you been afraid of your partner or ex-partner?,76501-6,LOINC
observation,Do you feel physically and emotionally safe where you currently live?,93026-3,LOINC
observation,Are you a refugee?,93027-1,LOINC
observation,In the past year  have you spent more than 2 nights in a row in a jail  prison  detention center  or juvenile correctional facility?,93028-9,LOINC
observation,Stress level,93038-8,LOINC
observation,How often do you see or talk to people that you care about and feel close to (For example: talking to friends on the phone  visiting friends or family  going to church or club meetings)?,93029-7,LOINC
observation,Has lack of transportation kept you from medical appointments  meetings  work  or from getting things needed for daily living,93030-5,LOINC
observation,In the past year  have you or any family members you live with been unable to get any of the following when it was really needed?,93031-3,LOINC
observation,What was your best estimate of the total income of all family members from all sources  before taxes  in last year?,63586-2,LOINC
observation,Primary insurance,76437-3,LOINC
observation,Employment status - current,67875-5,LOINC
observation,Highest level of education,82589-3,LOINC
observation,Address,56799-0,LOINC
observation,Are you worried about losing your housing?,93033-9,LOINC
observation,Housing status,71802-3,LOINC
observation,How many people are living or staying at this address?,63512-8,LOINC
observation,Preferred language,54899-0,LOINC
observation,Have you been discharged from the armed forces of the United States?,93034-7,LOINC
observation,At any point in the past 2 years  has season or migrant farm work been your or your family's main source of income?,93035-4,LOINC
observation,Race,32624-9,LOINC
observation,Do you consider yourself Hispanic/Latino?,56051-6,LOINC
observation,Patient Health Questionnaire 2 item (PHQ-2) total score [Reported],55758-7,LOINC
observation,Total score [DAST-10],82667-7,LOINC
observation,Total score [HARK],76504-0,LOINC
observation,Total score [AUDIT-C],75626-2,LOINC
observation,Hemoglobin A1c/Hemoglobin.total in Blood,4548-4,LOINC
observation,Glucose [Mass/volume] in Blood,2339-0,LOINC
observation,Urea nitrogen [Mass/volume] in Blood,6299-2,LOINC
observation,Creatinine [Mass/volume] in Blood,38483-4,LOINC
observation,Calcium [Mass/volume] in Blood,49765-1,LOINC
observation,Sodium [Moles/volume] in Blood,2947-0,LOINC
observation,Potassium [Moles/volume] in Blood,6298-4,LOINC
observation,Chloride [Moles/volume] in Blood,2069-3,LOINC
observation,Carbon dioxide  total [Moles/volume] in Blood,20565-8,LOINC
observation,Cholesterol [Mass/volume] in Serum or Plasma,2093-3,LOINC
observation,Triglycerides,2571-8,LOINC
observation,Low Density Lipoprotein Cholesterol,18262-6,LOINC
observation,Cholesterol in HDL [Mass/volume] in Serum or Plasma,2085-9,LOINC
observation,Microalbumin/Creatinine [Mass Ratio] in Urine,14959-1,LOINC
observation,Glomerular filtration rate/1.73 sq M.predicted [Volume Rate/Area] in Serum or Plasma by Creatinine-based formula (MDRD),33914-3,LOINC
observation,Body temperature,8310-5,LOINC
observation,Site of distant metastasis in Breast tumor,44667-4,LOINC
observation,Distant metastases.clinical [Class] Cancer,21907-1,LOINC
observation,Size.maximum dimension in Tumor,33728-7,LOINC
observation,Primary tumor.clinical [Class] Cancer,21905-5,LOINC
observation,Lymph nodes with isolated tumor cells [#] in Cancer specimen by Light microscopy,85352-3,LOINC
observation,Regional lymph nodes.clinical [Class] Cancer,21906-3,LOINC
observation,HER2 [Presence] in Breast cancer specimen by Immune stain,85319-2,LOINC
observation,HER2 [Presence] in Breast cancer specimen by FISH,85318-4,LOINC
observation,Estrogen receptor Ag [Presence] in Breast cancer specimen by Immune stain,85337-4,LOINC
observation,Progesterone receptor Ag [Presence] in Breast cancer specimen by Immune stain,85339-0,LOINC
observation,Estrogen+Progesterone receptor Ag [Presence] in Tissue by Immune stain,10480-2,LOINC
observation,Stage group.clinical Cancer,21908-9,LOINC
observation,Treatment status Cancer,59557-9,LOINC
observation,Response to cancer treatment,88040-1,LOINC
observation,Oxygen saturation in Arterial blood,2708-6,LOINC
observation,Influenza virus A RNA [Presence] in Respiratory specimen by NAA with probe detection,92142-9,LOINC
observation,Influenza virus B RNA [Presence] in Respiratory specimen by NAA with probe detection,92141-1,LOINC
observation,Respiratory syncytial virus RNA [Presence] in Respiratory specimen by NAA with probe detection,92131-2,LOINC
observation,Parainfluenza virus 1 RNA [Presence] in Respiratory specimen by NAA with probe detection,92140-3,LOINC
observation,Parainfluenza virus 2 RNA [Presence] in Respiratory specimen by NAA with probe detection,92139-5,LOINC
observation,Parainfluenza virus 3 RNA [Presence] in Respiratory specimen by NAA with probe detection,92138-7,LOINC
observation,Rhinovirus RNA [Presence] in Respiratory specimen by NAA with probe detection,92130-4,LOINC
